Header,seconds,nanoseconds,Orientation.x,Orientation.y,Orientation.z,Orientation.w,Linear.x,Linear.y,Linear.z,Angular.x,Angular.y,Angular.z,Magnetic.x,Magnetic.y,Magnetic.z,Roll,Pitch,Yaw
652,58224,213162224,0.00709966283973415,-0.0137287523795914,0.997893751875123,0.063001397716664,-0.156,0.249,-9.562,0.01523,0.003003,0.001121,-0.00001615,-0.00000646,0.00002123,-1.519,-0.911,172.787
653,58224,238168224,0.00705907609092008,-0.0135425291324954,0.997897257860586,0.0629907303002629,-0.131,0.279,-9.58,0.017788,0.005902,0.00088,-0.00001614,-0.00000611,0.00002106,-1.498,-0.905,172.788
654,58224,263286224,0.00702441549639483,-0.0132605755815246,0.997901454160541,0.0629881140093808,-0.146,0.244,-9.542,0.0217,0.007221,-0.000261,-0.00001625,-0.00000651,0.00002077,-1.466,-0.899,172.788
655,58224,290978224,0.00697025197053455,-0.0130122974446092,0.997905813390371,0.0629768473677577,-0.146,0.25,-9.556,0.019254,0.008813,-0.000173,-0.00001614,-0.00000611,0.00002066,-1.438,-0.891,172.789
656,58224,313469224,0.00691783682483836,-0.0127294269661639,0.997908352340601,0.0630002027905047,-0.163,0.252,-9.585,0.025867,0.005607,0.000245,-0.00001614,-0.00000596,0.00002089,-1.406,-0.883,172.786
657,58224,341573224,0.00684260092393602,-0.0124010665465305,0.997914315534234,0.0629794507196239,-0.14,0.212,-9.582,0.024321,0.007365,0.001186,-0.00001615,-0.00000641,0.00002128,-1.369,-0.872,172.788
658,58224,363192224,0.00678191640768038,-0.0121174042730988,0.997918940176361,0.062967951854968,-0.167,0.225,-9.551,0.019125,0.00685,0.000303,-0.00001619,-0.00000601,0.00002066,-1.337,-0.863,172.789
659,58224,388489224,0.00669920571185714,-0.0119024309425479,0.997921692652767,0.0629741860886168,-0.125,0.242,-9.57,0.01078,0.010404,0.000666,-0.00001614,-0.00000601,0.0000206,-1.313,-0.852,172.788
660,58224,413262224,0.0066168592666392,-0.0118186890109069,0.997922231314376,0.062990126306006,-0.133,0.216,-9.519,0.001993,0.003852,0.000271,-0.00001624,-0.00000585,0.00002122,-1.304,-0.842,172.786
661,58224,438234224,0.00654200509297212,-0.0119012169746757,0.997923404720639,0.062963811150957,-0.134,0.243,-9.518,-0.011382,0.006987,0.000598,-0.00001615,-0.00000641,0.00002072,-1.314,-0.834,172.789
662,58224,463216224,0.00650047491236884,-0.0121518361986032,0.997923316413096,0.0629216279351106,-0.132,0.221,-9.568,-0.025879,0.005295,0.003029,-0.00001615,-0.00000636,0.00002066,-1.343,-0.831,172.794
663,58224,488229224,0.00649570628039283,-0.012509810012153,0.997920412004707,0.062898026660109,-0.11,0.212,-9.462,-0.034135,-0.002984,0.002708,-0.00001619,-0.00000586,0.00002054,-1.384,-0.833,172.797
664,58224,513215224,0.00647666380569181,-0.012962802341613,0.997918402819735,0.0628401137420126,-0.104,0.25,-9.558,-0.038766,0.008915,0.00251,-0.00001605,-0.00000651,0.00002118,-1.436,-0.834,172.804
665,58224,538231224,0.00654088566189494,-0.0134737926828651,0.997912030293168,0.0628271718420012,-0.152,0.294,-9.631,-0.03859,-0.007998,0.003134,-0.00001614,-0.00000621,0.00002123,-1.494,-0.845,172.806
666,58224,563552224,0.00658854669296032,-0.0137035774900825,0.997912829173623,0.0627597672648876,-0.18,0.287,-9.6,-0.00426,-0.000611,0.00156,-0.00001614,-0.00000601,0.0000206,-1.52,-0.852,172.814
667,58224,588178224,0.00668846101906789,-0.0136569239158481,0.997916580969778,0.0626996837626968,-0.148,0.253,-9.53,0.004747,-0.011813,0.00105,-0.00001619,-0.00000601,0.00002133,-1.514,-0.863,172.821
668,58224,613224224,0.00686256261031366,-0.0136763011151036,0.997917178481058,0.0626671278632873,-0.174,0.244,-9.492,-0.002686,-0.012035,0.002047,-0.00001614,-0.00000621,0.00002117,-1.515,-0.883,172.825
669,58224,638206224,0.00710453611966814,-0.0138660913797616,0.997914226578119,0.0626454584895562,-0.152,0.253,-9.529,-0.019927,-0.025899,0.003062,-0.00001615,-0.00000641,0.00002072,-1.535,-0.912,172.828
670,58224,663151224,0.00740873145259391,-0.0141904614693995,0.997911969314563,0.0625735007833144,-0.15,0.28,-9.529,-0.026266,-0.025252,0.00456,-0.00001624,-0.00000601,0.00002094,-1.57,-0.949,172.837
671,58224,688199224,0.00779633208675219,-0.0145895394819841,0.997910378243768,0.0624599034347415,-0.209,0.304,-9.499,-0.03146,-0.030362,0.005492,-0.00001615,-0.00000641,0.00002128,-1.613,-0.996,172.851
672,58224,713239224,0.00815641719504191,-0.015004520511978,0.997906813512893,0.0623725000885067,-0.226,0.272,-9.54,-0.033229,-0.031869,0.003228,-0.0000161,-0.00000641,0.00002101,-1.658,-1.04,172.862
673,58224,738226224,0.00845562161941095,-0.0154072241426544,0.997901512451081,0.0623192695327236,-0.223,0.297,-9.548,-0.026209,-0.017079,0.001558,-0.00001605,-0.00000611,0.00002072,-1.702,-1.077,172.869
674,58224,763240224,0.00868573764516671,-0.0157884450513979,0.997894784652848,0.062299933604006,-0.129,0.241,-9.534,-0.030323,-0.019057,-0.00096,-0.00001624,-0.00000631,0.00002128,-1.744,-1.106,172.872
675,58224,788260224,0.00893290529183007,-0.0161877571180024,0.99789009169246,0.0622376463609357,-0.179,0.334,-9.449,-0.031079,-0.029145,0.002282,-0.00001624,-0.00000606,0.00002111,-1.788,-1.137,172.88
676,58224,814675224,0.00916191153723837,-0.0166032059048994,0.997886151957095,0.0621580297542089,-0.139,0.388,-9.527,-0.02648,-0.024819,0.002525,-0.00001605,-0.00000616,0.00002078,-1.834,-1.166,172.89
677,58224,838218224,0.0092108386070268,-0.0165440623633016,0.99789263933894,0.0620623461193585,-0.145,0.369,-9.624,0.030042,0.010257,0.003433,-0.00001614,-0.00000591,0.00002088,-1.827,-1.171,172.901
678,58224,863243224,0.00902489609773414,-0.0158770086396374,0.997905215015292,0.0620616926321285,-0.232,0.309,-9.563,0.060954,0.020034,0.00117,-0.00001619,-0.00000606,0.00002071,-1.752,-1.145,172.9
679,58224,888236224,0.00870429976410391,-0.014991544138797,0.997923648849599,0.0620312811140789,-0.186,0.344,-9.581,0.06986,0.029924,0.001455,-0.00001619,-0.00000631,0.00002117,-1.653,-1.102,172.902
680,58224,913288224,0.0084741208303132,-0.0142074239425839,0.997941531271825,0.061959975338236,-0.222,0.313,-9.522,0.057768,0.013246,0.002058,-0.00001609,-0.0000057,0.00002072,-1.565,-1.07,172.909
681,58224,938284224,0.00829850250449963,-0.0135230987064669,0.997955199048721,0.0619167291544437,-0.161,0.313,-9.558,0.049707,0.017129,0.001741,-0.00001619,-0.00000601,0.0000206,-1.488,-1.045,172.913
682,58224,963367224,0.00819621409074419,-0.0129137188461131,0.997963448106472,0.0619274913393376,-0.222,0.258,-9.5,0.046151,-0.007263,-0.000727,-0.00001619,-0.00000575,0.00002122,-1.419,-1.029,172.911
683,58224,988354224,0.00802405469836357,-0.0123001592650783,0.997970888608766,0.0619550330294661,-0.136,0.274,-9.566,0.043601,0.013999,-0.000652,-0.00001615,-0.00000641,0.00002089,-1.35,-1.005,172.907
684,58225,13308225,0.00796227037687888,-0.01188551861419,0.997976130350102,0.0619595024927886,-0.177,0.266,-9.575,0.027464,0.004692,-0.000281,-0.0000161,-0.00000636,0.00002067,-1.303,-0.995,172.906
685,58225,38324225,0.00786827884729246,-0.0115734904908648,0.997982390018266,0.0619297482577438,-0.201,0.243,-9.582,0.024156,0.006569,0.000688,-0.00001614,-0.00000606,0.00002055,-1.268,-0.982,172.909
686,58225,63235225,0.00776004586089336,-0.011199830886063,0.997986140923852,0.0619516585756828,-0.173,0.221,-9.552,0.034321,0.009741,-0.00086,-0.0000161,-0.00000657,0.00002112,-1.226,-0.967,172.906
687,58225,88236225,0.00763845686968301,-0.0107556115125335,0.99798902050146,0.0619990786720121,-0.178,0.211,-9.485,0.035529,0.011378,-0.000707,-0.0000161,-0.00000667,0.00002157,-1.176,-0.95,172.9
688,58225,113164225,0.00752300380662815,-0.010355396003365,0.99799169214041,0.0620383156288109,-0.156,0.216,-9.508,0.033039,0.010969,-0.001336,-0.00001619,-0.00000591,0.00002088,-1.131,-0.934,172.895
689,58225,138160225,0.00743018114821026,-0.0100175583451792,0.99799497184392,0.0620522127499072,-0.099,0.173,-9.537,0.021932,0.008681,-0.001204,-0.00001619,-0.00000616,0.00002134,-1.093,-0.921,172.893
690,58225,163298225,0.00729694494344774,-0.00976477324239665,0.997996487735547,0.0620839292049877,-0.126,0.195,-9.464,0.015098,0.004647,-0.003169,-0.00001615,-0.00000656,0.00002134,-1.065,-0.904,172.889
691,58225,188116225,0.00726818789314651,-0.00965841831885236,0.997995089115113,0.0621264074484091,-0.127,0.168,-9.536,0.003766,-0.001983,0.0001,-0.0000161,-0.00000646,0.00002078,-1.053,-0.9,172.884
692,58225,213122225,0.00726947812139,-0.00963254462373444,0.997993172407811,0.06216105371781,-0.122,0.23,-9.577,0.005151,0.001859,0.000725,-0.00001605,-0.00000606,0.00002129,-1.05,-0.9,172.88
693,58225,238161225,0.00725568983964609,-0.00957062489093771,0.997992820425647,0.0621778777621892,-0.147,0.152,-9.607,0.004565,0.002366,0.000337,-0.00001625,-0.00000656,0.00002134,-1.043,-0.898,172.878
694,58225,263150225,0.00724157175309235,-0.00950895740761377,0.997990292387103,0.0622295401611598,-0.152,0.132,-9.59,0.005098,-0.001084,-0.001252,-0.00001619,-0.00000631,0.00002128,-1.036,-0.896,172.872
695,58225,288143225,0.00723462141184068,-0.0094738948210233,0.997987980438825,0.0622727586476116,-0.167,0.168,-9.565,-0.000009,0.002915,-0.000762,-0.0000161,-0.00000616,0.00002078,-1.032,-0.895,172.867
696,58225,313158225,0.00725108249484896,-0.00948400471739462,0.997985033620289,0.0623165156847225,-0.213,0.168,-9.508,-0.001538,-0.00924,0.000231,-0.0000161,-0.00000641,0.0000214,-1.033,-0.897,172.862
697,58225,338181225,0.00723542720556386,-0.00944839899966231,0.997982790015922,0.062359659889483,-0.198,0.182,-9.535,0.003764,0.002988,-0.000621,-0.00001614,-0.00000621,0.00002134,-1.029,-0.895,172.857
698,58225,363194225,0.00722764187195619,-0.00943056408959593,0.997981939095886,0.0623768778662313,-0.195,0.144,-9.507,0.000241,0.001805,0.00002,-0.0000161,-0.00000646,0.00002067,-1.027,-0.894,172.855
699,58225,388282225,0.0072284841146875,-0.00941333526194526,0.997980470176734,0.0624028787995777,-0.187,0.123,-9.513,0.000211,-0.001296,0.001124,-0.00001619,-0.00000611,0.00002083,-1.025,-0.894,172.852
700,58225,413304225,0.00721819210590647,-0.00943058791079467,0.997977109736605,0.0624551851822708,-0.178,0.16,-9.551,-0.000768,0.000126,0.00032,-0.00001619,-0.00000616,0.00002094,-1.027,-0.893,172.846
701,58225,438258225,0.00719345379234599,-0.00940301782317942,0.997975938745725,0.0624809023857982,-0.137,0.173,-9.531,0.002878,0.003148,-0.000432,-0.00001605,-0.00000672,0.00002135,-1.024,-0.89,172.843
702,58225,463284225,0.00719522601199887,-0.00936849584536314,0.997973539182254,0.0625241961185972,-0.129,0.204,-9.566,0.002912,0.001719,-0.000871,-0.0000161,-0.00000621,0.00002055,-1.02,-0.89,172.838
703,58225,488282225,0.00715291015988918,-0.00933995893944449,0.997971416492931,0.0625671871378789,-0.133,0.149,-9.579,0.001739,0.003723,0.000777,-0.0000161,-0.00000626,0.00002078,-1.017,-0.885,172.833
704,58225,513393225,0.00713617739014329,-0.00932176281480677,0.997968992440425,0.0626104610885743,-0.136,0.161,-9.556,0.000823,0.001929,0.000579,-0.00001605,-0.00000601,0.00002117,-1.015,-0.883,172.828
705,58225,538362225,0.00711158764950023,-0.00928578804262341,0.997965159221428,0.0626796652964941,-0.137,0.147,-9.533,0.001298,-0.000828,-0.000308,-0.0000161,-0.00000641,0.00002078,-1.011,-0.88,172.82
706,58225,563282225,0.00709572986951524,-0.00925863168358201,0.997964998185479,0.0626880431471929,-0.128,0.168,-9.589,0.001947,0.001869,0.001466,-0.000016,-0.00000641,0.00002079,-1.008,-0.878,172.819
707,58225,588367225,0.00708833981238218,-0.0092322065686036,0.997963122893267,0.0627226206858235,-0.137,0.162,-9.532,0.002387,-0.000961,0.000545,-0.00001605,-0.00000596,0.00002072,-1.005,-0.877,172.815
708,58225,613284225,0.00708927369806431,-0.00921491255746148,0.997962189007584,0.0627399146969656,-0.141,0.163,-9.53,0.000454,-0.001458,0.002279,-0.00001615,-0.00000656,0.00002117,-1.003,-0.877,172.813
709,58225,638327225,0.00711436995001987,-0.00922563296190049,0.997958607440847,0.0627924459739487,-0.147,0.178,-9.522,-0.00108,0.00235,0.001275,-0.00001605,-0.00000651,0.00002152,-1.004,-0.88,172.807
710,58225,663245225,0.00711467661626511,-0.00921711039475696,0.997957043668922,0.0628185103628005,-0.179,0.183,-9.533,0.000796,0.004314,0.000079,-0.000016,-0.00000596,0.00002055,-1.003,-0.88,172.804
711,58225,688232225,0.00712401406595875,-0.00920888643227962,0.997957600515392,0.0628098113977989,-0.186,0.185,-9.544,0.003046,0.00115,0.000081,-0.00001609,-0.00000606,0.00002134,-1.002,-0.881,172.805
712,58225,713235225,0.00710948547592216,-0.00915584979548851,0.997955483080549,0.0628528393969394,-0.172,0.064,-9.455,0.002848,-0.001769,-0.00163,-0.0000161,-0.00000636,0.00002101,-0.996,-0.879,172.8
713,58225,738323225,0.00709284574758906,-0.00913758510748006,0.997953591114221,0.0628874078002452,-0.204,0.134,-9.548,-0.000515,-0.014397,0.002916,-0.0000161,-0.00000636,0.00002072,-0.994,-0.877,172.796
714,58225,763312225,0.00706828604491573,-0.00910987749504618,0.997953495001345,0.062895717493428,-0.153,0.158,-9.573,0.006269,0.028984,-0.000487,-0.00001614,-0.00000606,0.00002122,-0.991,-0.874,172.795
715,58225,788320225,0.00701948022328078,-0.00904593590231202,0.997951729801859,0.062938405814923,-0.148,0.136,-9.579,0.003706,-0.004457,-0.001143,-0.00001615,-0.00000662,0.00002117,-0.984,-0.868,172.79
716,58225,813301225,0.00709244641807804,-0.00899806813312681,0.997951634437916,0.0629385994153877,-0.169,0.166,-9.58,0.000368,-0.02292,0.009663,-0.0000161,-0.00000631,0.00002112,-0.978,-0.876,172.79
717,58225,838328225,0.00700191431332171,-0.00889685339086371,0.997947776162037,0.0630242433428172,-0.092,0.132,-9.49,0.004955,0.016194,-0.000696,-0.00001605,-0.00000611,0.00002078,-0.967,-0.865,172.78
718,58225,863248225,0.00699839787196418,-0.00880946139313736,0.997946418504252,0.0630583984234131,-0.137,0.183,-9.511,0.005853,-0.004149,0.000189,-0.0000161,-0.00000626,0.0000214,-0.957,-0.864,172.776
719,58225,888197225,0.00698460326977751,-0.00874758476555849,0.997945443880245,0.0630839608505536,-0.131,0.116,-9.51,0.00608,0.003321,-0.000224,-0.00001614,-0.0000058,0.00002133,-0.95,-0.862,172.773
720,58225,913209225,0.00695157182711033,-0.00871913957215299,0.997947053031628,0.0630660891425967,-0.122,0.134,-9.512,0.001894,0.002596,0.001263,-0.00001615,-0.00000646,0.00002072,-0.947,-0.858,172.775
721,58225,938301225,0.00696976784526475,-0.00871134693099343,0.997948640163128,0.0630400378124485,-0.25,0.272,-9.661,0.007766,0.003466,-0.002082,-0.00001605,-0.00000601,0.00002083,-0.946,-0.86,172.778
722,58225,963375225,0.00697198898020474,-0.00866822910961672,0.997945166577224,0.0631006947578296,-0.172,0.241,-9.572,0.005761,-0.001255,-0.0023,-0.00001609,-0.00000591,0.00002066,-0.941,-0.86,172.771
723,58225,988373225,0.0069411839770945,-0.00859666388670632,0.997943293844981,0.0631434842627928,-0.173,0.18,-9.584,0.008325,0.007367,-0.00172,-0.00001605,-0.00000641,0.00002123,-0.933,-0.856,172.766
724,58226,13393226,0.00692842838159885,-0.0085174274750663,0.997941900076903,0.0631776414585751,-0.184,0.105,-9.479,0.004118,-0.002982,-0.000598,-0.000016,-0.00000596,0.00002078,-0.924,-0.854,172.762
725,58226,38401226,0.00688686791014914,-0.00848002159550198,0.997940888147843,0.0632031964921191,-0.153,0.136,-9.509,0.002928,0.008438,0.000746,-0.000016,-0.00000606,0.00002078,-0.92,-0.849,172.759
726,58226,63685226,0.00689520661123408,-0.00848087297925999,0.997938060449895,0.0632468056489839,-0.126,0.118,-9.49,-0.002199,0.000421,0.001844,-0.00001614,-0.00000586,0.00002105,-0.92,-0.85,172.754
727,58226,88338226,0.0069635498616158,-0.00850287972238116,0.997935701403157,0.0632735795948091,-0.213,0.073,-9.509,-0.003434,-0.001333,0.003341,-0.0000161,-0.00000646,0.00002084,-0.922,-0.858,172.751
